ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason,Delivery_Time_Days
SHP100428,Philadelphia,Denver,2024-09-28,2024-10-05 14:24:00,Delivered,4281.8,Air,17.08,13794.46,Retail,Operational,7.6
SHP100429,Detroit,Philadelphia,2024-01-05,2024-01-08 02:24:00,In Transit,1322.6,Ground,34.52,3384.34,Business,Operational,3.1
SHP100430,San Diego,Charlotte,2025-08-16,2025-08-20 14:24:00,In Transit,2946.0,Air,22.79,10883.98,Retail,Operational,4.6
SHP100431,Atlanta,Dallas,2024-08-06,2024-08-13 04:48:00,Delivered,3762.3,Ground,7.59,5222.58,Retail,Operational,7.2
SHP100432,Chicago,Baltimore,2024-04-27,2024-04-29 19:12:00,Delivered,1491.2,Air,14.43,3816.25,Government,Operational,2.8
SHP100433,San Francisco,Detroit,2025-08-15,2025-08-19 07:12:00,Delivered,2932.4,Air,12.31,7341.48,Business,Operational,4.3
SHP100434,Dallas,Phoenix,2025-08-04,2025-08-05 09:36:00,In Transit,664.0,Ground,2.17,487.11,Government,Operational,1.4
SHP100435,San Diego,San Francisco,2024-04-24,2024-05-01 09:36:00,In Transit,4370.7,Air,47.17,22957.13,Retail,Operational,7.4
SHP100436,Seattle,Denver,2024-09-19,2024-09-21 00:00:00,Delivered,450.1,Air,17.66,1282.94,Government,Operational,2.0
SHP100437,Boston,Boston,2024-11-01,2024-11-02 21:36:00,In Transit,8.6,Ground,20.0,34.59,Business,Operational,1.9
SHP100438,Houston,Detroit,2025-02-25,2025-03-03 09:36:00,Delayed,2508.3,Ground,27.05,6291.49,Retail,Operational,6.4
SHP100439,Seattle,Detroit,2024-07-25,2024-08-03 21:36:00,Delivered,3599.1,Freight,27.3,10875.97,Retail,Operational,9.9
SHP100440,Philadelphia,Atlanta,2025-09-14,2025-09-15 16:48:00,Delivered,720.9,Ground,29.3,1711.64,Business,Operational,1.7
SHP100441,Atlanta,Philadelphia,2024-10-29,2024-11-03 12:00:00,Delivered,2095.5,Air,12.85,5919.32,Retail,Weather,5.5
SHP100442,Chicago,Charlotte,2024-04-21,2024-04-24 02:24:00,In Transit,1488.8,Ground,11.7,2521.68,Retail,Operational,3.1
SHP100443,Phoenix,Baltimore,2025-02-20,2025-02-24 09:36:00,Delivered,1541.6,Air,35.41,7056.08,Retail,Operational,4.4
SHP100444,Phoenix,Chicago,2025-07-08,2025-07-14 16:48:00,Delivered,3548.8,Ground,47.94,10622.77,Business,Operational,6.7
SHP100445,Baltimore,Los Angeles,2024-10-11,2024-10-15 00:00:00,Delivered,223.5,Freight,3.46,286.3,Retail,Weather,4.0
SHP100446,Detroit,New York,2024-07-03,2024-07-10 07:12:00,Delayed,3421.1,Ground,34.56,8733.73,Business,Weather,7.3
SHP100447,San Francisco,Houston,2024-08-08,2024-08-14 09:36:00,Delivered,3684.7,Ground,14.44,6859.09,Retail,Operational,6.4
SHP100448,Denver,Charlotte,2025-03-19,2025-03-24 16:48:00,Delivered,4075.9,Air,16.29,11613.11,Business,Operational,5.7
SHP100449,Houston,San Francisco,2024-04-26,2024-05-01 07:12:00,In Transit,2895.6,Ground,1.39,1922.62,Business,Operational,5.3
SHP100450,San Francisco,New York,2024-03-10,2024-03-14 04:48:00,Delivered,1633.9,Freight,17.36,3610.97,Business,Operational,4.2
SHP100451,Charlotte,San Francisco,2024-03-10,2024-03-13 12:00:00,Delivered,2037.1,Air,10.98,5346.28,Retail,Weather,3.5
SHP100452,Memphis,Charlotte,2025-09-13,2025-09-20 02:24:00,Delayed,4369.9,Air,1.95,4889.42,Government,Weather,7.1
SHP100453,Seattle,Chicago,2025-03-02,2025-03-09 04:48:00,Delivered,3989.1,Ground,37.75,10631.56,Business,Operational,7.2
SHP100454,Philadelphia,Phoenix,2025-07-21,2025-07-24 12:00:00,Delivered,2193.2,Ground,19.84,4292.19,Business,Operational,3.5
SHP100455,Boston,Charlotte,2025-03-18,2025-03-26 00:00:00,Delivered,4255.2,Ground,22.02,8740.09,Business,Operational,8.0
SHP100456,Miami,Chicago,2025-08-23,2025-09-02 00:00:00,In Transit,3738.7,Freight,37.54,13173.93,Retail,Operational,10.0
SHP100457,Houston,Miami,2024-05-16,2024-05-23 09:36:00,Delayed,4074.7,Ground,27.65,14938.88,Business,Operational,7.4
SHP100458,Denver,Dallas,2025-05-18,2025-05-25 12:00:00,Delivered,3136.8,Ground,5.46,3421.97,Business,Weather,7.5
SHP100459,Baltimore,Seattle,2024-05-10,2024-05-16 19:12:00,Delivered,3887.9,Ground,32.04,10574.12,Retail,Operational,6.8
SHP100460,Los Angeles,Philadelphia,2024-08-05,2024-08-12 19:12:00,Delivered,4034.6,Air,4.25,6345.12,Business,Operational,7.8
SHP100461,Atlanta,Philadelphia,2024-06-19,2024-06-20 04:48:00,Delivered,595.7,Ground,26.2,1339.8,Business,Operational,1.2
SHP100462,Atlanta,Dallas,2025-04-19,2025-04-24 16:48:00,Delayed,4350.4,Air,54.61,22213.83,Business,Operational,5.7
SHP100463,Memphis,San Diego,2025-09-03,2025-09-06 00:00:00,Delivered,1634.5,Air,26.35,6487.55,Retail,Operational,3.0
SHP100464,Miami,New York,2024-05-08,2024-05-12 00:00:00,Delivered,2091.6,Air,13.27,5143.21,Government,Weather,4.0
SHP100465,San Diego,Charlotte,2024-02-26,2024-03-07 12:00:00,Delivered,3605.2,Freight,53.39,15093.77,Retail,Weather,10.5
SHP100466,Boston,Houston,2024-06-29,2024-07-04 12:00:00,In Transit,3059.1,Ground,19.77,5972.4,Business,Operational,5.5
SHP100467,New York,San Diego,2024-09-02,2024-09-09 07:12:00,Delivered,4040.2,Ground,7.79,5667.19,Retail,Operational,7.3
SHP100468,Charlotte,San Diego,2024-05-23,2024-05-25 19:12:00,Delivered,1922.5,Air,10.31,4447.95,Business,Operational,2.8
SHP100469,Seattle,Miami,2024-02-20,2024-02-24 00:00:00,Delivered,1805.1,Ground,10.03,2838.68,Retail,Operational,4.0
SHP100470,Boston,Seattle,2025-01-02,2025-01-02 12:00:00,Delivered,336.3,Ground,61.6,1267.27,Retail,Operational,0.5
SHP100471,Dallas,Memphis,2025-04-03,2025-04-08 21:36:00,Delivered,2189.7,Freight,26.05,5552.34,Government,Operational,5.9
SHP100472,Dallas,San Diego,2024-08-05,2024-08-11 04:48:00,In Transit,3313.5,Ground,26.7,7466.27,Business,Operational,6.2
SHP100473,Memphis,San Diego,2025-09-07,2025-09-12 00:00:00,Delayed,1495.1,Ground,23.7,3524.11,Retail,Operational,5.0
SHP100474,San Francisco,Seattle,2025-07-20,2025-07-24 14:24:00,In Transit,2189.7,Air,20.85,7765.14,Retail,Operational,4.6
SHP100475,Seattle,Denver,2024-09-13,2024-09-16 07:12:00,Delivered,2168.55,Ground,11.83,1759.06,Business,Operational,3.3
SHP100476,Houston,Philadelphia,2024-06-04,2024-06-10 00:00:00,Delivered,3523.0,Ground,6.31,4514.27,Retail,Operational,6.0
SHP100477,Seattle,Phoenix,2025-07-18,2025-07-20 04:48:00,Delivered,460.2,Freight,22.24,1090.23,Government,Operational,2.2
SHP100478,Chicago,Philadelphia,2025-03-17,2025-03-23 00:00:00,Delivered,3233.1,Air,52.34,15323.2,Government,Weather,6.0
SHP100479,Boston,Seattle,2024-01-25,2024-01-29 00:00:00,Delayed,1829.4,Air,21.44,6572.36,Retail,Operational,4.0
SHP100480,Boston,New York,2025-06-19,2025-06-19 19:12:00,Delivered,378.9,Ground,40.12,4451.715,Business,Operational,0.8
SHP100481,Baltimore,Boston,2024-02-29,2024-03-05 07:12:00,Delivered,3869.9,Air,3.35,6128.82,Retail,Operational,5.3
SHP100482,Miami,Chicago,2025-04-11,2025-04-13 14:24:00,Delivered,2168.55,Air,21.52,8265.33,Retail,Operational,2.6
SHP100483,Denver,Dallas,2025-03-09,2025-03-16 09:36:00,Delivered,2777.1,Freight,11.23,5003.31,Business,Operational,7.4
SHP100484,Seattle,Phoenix,2024-03-06,2024-03-12 02:24:00,Delivered,3347.7,Ground,7.44,4168.28,Business,Operational,6.1
SHP100485,New York,Los Angeles,2025-07-18,2025-07-26 07:12:00,Delivered,3016.8,Freight,45.19,10538.33,Business,Weather,8.3
SHP100486,Chicago,Philadelphia,2024-04-15,2024-04-21 00:00:00,Delivered,3342.7,Ground,12.43,5251.28,Business,Operational,6.0
SHP100487,Boston,San Francisco,2024-04-05,2024-04-10 04:48:00,Delivered,3477.8,Air,26.01,13683.38,Retail,Operational,5.2
SHP100488,Charlotte,Charlotte,2025-07-04,2025-07-04 19:12:00,Delivered,14.6,Ground,15.88,35.45,Business,Operational,0.8
SHP100489,New York,San Francisco,2024-06-16,2024-06-20 19:12:00,Delivered,1772.2,Air,5.45,3098.29,Business,Weather,4.8
SHP100490,Memphis,San Francisco,2024-02-11,2024-02-16 02:24:00,Delivered,1245.5,Freight,28.57,3492.25,Business,Weather,5.1
SHP100491,Memphis,New York,2024-04-13,2024-04-21 09:36:00,Delayed,4082.5,Ground,13.14,6576.47,Business,Operational,8.4
SHP100492,San Francisco,Boston,2024-07-22,2024-07-31 19:12:00,Delivered,4370.7,Ground,31.56,10679.27,Business,Operational,9.8
SHP100493,Boston,Philadelphia,2025-06-03,2025-06-06 02:24:00,Delivered,1737.9,Air,8.51,3685.97,Business,Operational,3.1
SHP100494,Boston,Los Angeles,2024-10-08,2024-10-10 14:24:00,Delivered,2168.55,Ground,11.4,1042.46,Business,Weather,2.6
SHP100495,Detroit,San Francisco,2024-02-12,2024-02-15 16:48:00,Delivered,1156.9,Air,25.33,4511.55,Retail,Weather,3.7
SHP100496,San Diego,San Diego,2024-04-19,2024-04-20 12:00:00,Delivered,19.4,Ground,9.09,37.02,Business,Operational,1.5
SHP100497,Phoenix,Dallas,2024-07-28,2024-07-30 16:48:00,In Transit,943.6,Ground,17.39,2426.16,Retail,Operational,2.7
SHP100498,Atlanta,Miami,2024-02-18,2024-02-23 21:36:00,Delivered,3554.5,Ground,2.73,2946.76,Business,Operational,5.9
SHP100499,Dallas,Los Angeles,2024-04-24,2024-04-30 00:00:00,Delivered,4169.0,Air,6.4,7780.61,Business,Operational,6.0
SHP100500,Chicago,Houston,2024-06-03,2024-06-10 12:00:00,Delivered,4343.7,Ground,18.23,8156.41,Business,Operational,7.5
SHP100501,Baltimore,Denver,2025-05-17,2025-05-18 09:36:00,In Transit,240.1,Freight,26.73,663.75,Business,Operational,1.4
SHP100502,Detroit,Detroit,2024-03-11,2024-03-11 21:36:00,Delivered,6.0,Air,18.85,42.47,Business,Operational,0.9
SHP100503,Denver,Boston,2025-06-02,2025-06-10 14:24:00,Delivered,3382.8,Freight,24.6,8799.11,Business,Operational,8.6
SHP100504,Charlotte,Charlotte,2024-12-01,2024-12-03 07:12:00,Delivered,15.8,Air,12.52,66.04,Business,Operational,2.3
SHP100505,Philadelphia,San Diego,2024-03-07,2024-03-11 14:24:00,Delivered,1985.5,Ground,2.51,1769.61,Retail,Operational,4.6
SHP100506,Detroit,Los Angeles,2025-05-07,2025-05-12 21:36:00,Delivered,3210.2,Ground,13.79,5290.18,Business,Operational,5.9
SHP100507,New York,Philadelphia,2024-07-31,2024-08-07 21:36:00,Delivered,4313.7,Ground,14.04,7913.98,Retail,Operational,7.9
SHP100508,Chicago,Chicago,2024-06-29,2024-06-29 12:00:00,Delivered,21.0,Freight,37.9,89.68,Retail,Operational,0.5
SHP100509,San Diego,San Francisco,2025-09-04,2025-09-06 16:48:00,In Transit,749.3,Air,27.85,3063.32,Retail,Weather,2.7
SHP100510,Phoenix,Miami,2025-08-21,2025-08-25 21:36:00,Delivered,2231.1,Air,17.39,4310.34,Business,Operational,4.9
SHP100511,San Francisco,Los Angeles,2025-08-25,2025-09-01 14:24:00,Delivered,4362.8,Ground,1.89,3519.63,Retail,Operational,7.6
SHP100512,Houston,Dallas,2024-09-04,2024-09-11 19:12:00,Delivered,4376.9,Ground,15.81,7687.68,Business,Operational,7.8
SHP100513,San Diego,Philadelphia,2024-08-01,2024-08-02 14:24:00,Delivered,1180.0,Air,11.17,2842.17,Business,Operational,1.6
SHP100514,Miami,San Diego,2024-12-24,2024-12-27 02:24:00,In Transit,1573.2,Ground,49.78,4807.37,Business,Operational,3.1
SHP100515,Memphis,Los Angeles,2024-09-05,2024-09-13 02:24:00,In Transit,4104.5,Ground,38.68,10484.2,Government,Operational,8.1
SHP100516,San Francisco,San Francisco,2025-09-29,2025-09-29 14:24:00,Delivered,23.4,Air,5.44,59.07,Business,Operational,0.6
SHP100517,Miami,Philadelphia,2025-05-30,2025-06-06 21:36:00,In Transit,4381.0,Ground,27.27,9448.26,Government,Operational,7.9
SHP100518,Dallas,Memphis,2024-03-28,2024-04-04 16:48:00,Delayed,4040.5,Air,24.37,13940.6,Business,Weather,7.7
SHP100519,Miami,Boston,2024-06-24,2024-06-26 21:36:00,In Transit,1124.9,Ground,23.72,2277.37,Government,Operational,2.9
SHP100520,Baltimore,Dallas,2025-03-01,2025-03-07 14:24:00,In Transit,3466.8,Air,82.0,20489.08,Government,Operational,6.6
SHP100521,Atlanta,Baltimore,2025-08-25,2025-08-26 16:48:00,Delivered,408.8,Ground,16.2,696.91,Government,Operational,1.7
SHP100522,Denver,San Francisco,2024-03-21,2024-03-27 19:12:00,Delivered,3716.7,Ground,29.6,8799.9,Business,Operational,6.8
SHP100523,Dallas,Miami,2024-05-17,2024-05-23 21:36:00,Delivered,2786.7,Ground,32.47,7630.79,Retail,Operational,6.9
SHP100524,Charlotte,Seattle,2025-03-08,2025-03-16 02:24:00,Delivered,4311.2,Ground,22.33,8445.99,Government,Operational,8.1
SHP100525,Denver,San Diego,2025-04-14,2025-04-21 14:24:00,Delivered,4328.1,Ground,49.34,4451.715,Business,Operational,7.6
SHP100526,New York,Memphis,2024-12-15,2024-12-16 07:12:00,Delivered,418.5,Air,20.06,1334.44,Business,Operational,1.3
SHP100527,Boston,Phoenix,2024-05-05,2024-05-08 19:12:00,Delivered,890.2,Ground,31.32,2407.16,Retail,Weather,3.8
SHP100528,San Diego,Atlanta,2024-11-04,2024-11-10 19:12:00,Delivered,2168.55,Freight,10.0,3895.13,Business,Operational,6.8
SHP100529,Boston,San Diego,2024-08-17,2024-08-26 07:12:00,Delivered,3981.8,Freight,6.35,6143.86,Retail,Operational,9.3
SHP100530,Philadelphia,Seattle,2025-04-04,2025-04-09 12:00:00,In Transit,3702.1,Air,25.2,12984.46,Business,Operational,5.5
SHP100531,Chicago,Atlanta,2024-12-10,2024-12-15 16:48:00,Delivered,4346.8,Air,17.39,13893.18,Retail,Operational,5.7
SHP100532,Memphis,Phoenix,2024-11-05,2024-11-11 19:12:00,In Transit,2857.8,Freight,17.54,4451.715,Business,Operational,6.8
SHP100533,Baltimore,Detroit,2024-01-20,2024-01-23 04:48:00,In Transit,1303.2,Ground,17.39,2133.09,Business,Operational,3.2
SHP100534,Atlanta,Chicago,2025-07-14,2025-07-15 09:36:00,Delivered,308.0,Ground,30.85,756.65,Business,Operational,1.4
SHP100535,Detroit,Atlanta,2025-06-24,2025-06-26 09:36:00,Delivered,1158.6,Ground,19.8,2508.36,Retail,Operational,2.4
SHP100536,Los Angeles,Atlanta,2025-07-13,2025-07-17 21:36:00,Delivered,3103.7,Air,66.57,17469.64,Business,Operational,4.9
SHP100537,Houston,Denver,2025-04-21,2025-05-02 07:12:00,Delivered,4183.0,Ground,19.33,8920.77,Retail,Customs,11.3
SHP100538,Baltimore,Detroit,2024-09-25,2024-09-28 14:24:00,Delivered,1579.9,Freight,23.1,4412.66,Retail,Operational,3.6
SHP100539,Boston,Chicago,2024-01-03,2024-01-10 14:24:00,Delivered,3965.5,Ground,33.5,9968.96,Business,Operational,7.6
SHP100540,Atlanta,Memphis,2024-01-16,2024-01-20 14:24:00,Delivered,1898.1,Air,25.08,6655.45,Business,Operational,4.6
SHP100541,New York,Charlotte,2025-08-28,2025-09-01 00:00:00,Delivered,1525.6,Air,6.6,2898.08,Business,Operational,4.0
SHP100542,New York,Miami,2024-12-23,2024-12-28 09:36:00,Delivered,2388.0,Air,15.02,6568.2,Business,Customs,5.4
SHP100543,Baltimore,Phoenix,2024-05-12,2024-05-16 21:36:00,Delivered,2101.8,Ground,9.44,2916.82,Business,Weather,4.9
SHP100544,Detroit,Memphis,2024-11-07,2024-11-13 04:48:00,Delayed,4129.3,Air,24.18,15689.85,Retail,Operational,6.2
SHP100545,Charlotte,Miami,2025-04-26,2025-04-29 07:12:00,Delivered,2213.5,Air,21.16,6778.59,Government,Operational,3.3
SHP100546,Phoenix,Houston,2025-06-27,2025-06-30 14:24:00,Delivered,1392.5,Freight,32.1,4122.64,Business,Operational,3.6
SHP100547,Charlotte,Chicago,2024-10-31,2024-11-06 07:12:00,Delivered,3823.0,Air,35.1,17386.37,Retail,Operational,6.3
SHP100548,Boston,Philadelphia,2024-09-25,2024-10-01 19:12:00,Delivered,4494.6,Air,9.43,9428.26,Government,Operational,6.8
SHP100549,New York,Philadelphia,2025-02-17,2025-02-21 09:36:00,Delivered,2987.1,Air,34.63,13506.11,Retail,Operational,4.4
SHP100550,Los Angeles,Houston,2024-01-25,2024-01-29 14:24:00,Delivered,1277.0,Air,38.28,6073.46,Retail,Customs,4.6
SHP100551,Denver,San Francisco,2024-11-11,2024-11-13 07:12:00,Delivered,1226.9,Ground,7.85,1737.86,Retail,Operational,2.3
SHP100552,Chicago,Memphis,2025-07-24,2025-07-25 07:12:00,Delivered,448.1,Freight,23.12,1148.6,Business,Operational,1.3
SHP100553,New York,San Francisco,2024-10-02,2024-10-03 19:12:00,Delivered,532.4,Freight,43.08,2023.78,Retail,Operational,1.8
SHP100554,San Diego,Philadelphia,2025-01-23,2025-01-31 00:00:00,Delivered,4134.4,Ground,14.83,6679.7,Government,Operational,8.0
SHP100555,Memphis,Los Angeles,2025-03-19,2025-03-21 07:12:00,Delivered,614.9,Ground,17.62,1142.88,Business,Operational,2.3
SHP100556,Charlotte,Denver,2025-03-02,2025-03-06 07:12:00,In Transit,2282.7,Ground,23.02,4793.91,Business,Operational,4.3
SHP100557,Atlanta,Houston,2024-02-26,2024-03-01 16:48:00,Delivered,3201.9,Air,19.53,9945.16,Business,Operational,4.7
SHP100558,Atlanta,Charlotte,2025-07-19,2025-07-24 14:24:00,Delivered,3856.5,Air,20.47,12243.19,Business,Operational,5.6
SHP100559,Memphis,Charlotte,2025-01-02,2025-01-06 14:24:00,Delivered,936.5,Freight,27.47,2581.63,Business,Operational,4.6
SHP100560,Chicago,Chicago,2024-12-07,2024-12-08 21:36:00,Delivered,17.7,Air,28.23,97.36,Retail,Operational,1.9
SHP100561,Atlanta,New York,2024-10-30,2024-11-01 21:36:00,In Transit,1281.4,Air,17.16,4145.85,Retail,Operational,2.9
SHP100562,Atlanta,San Francisco,2025-01-08,2025-01-11 04:48:00,Delivered,1300.0,Ground,52.65,4085.58,Business,Operational,3.2
SHP100563,Houston,Seattle,2024-04-21,2024-04-23 19:12:00,Delivered,1506.5,Ground,9.41,2088.86,Business,Operational,2.8
SHP100564,Houston,Dallas,2024-01-06,2024-01-09 19:12:00,Delivered,2724.6,Air,31.44,11754.88,Retail,Operational,3.8
SHP100565,Charlotte,Houston,2024-10-05,2024-10-05 21:36:00,Delivered,271.3,Air,1.98,340.6,Business,Operational,0.9
SHP100566,Philadelphia,Boston,2025-01-16,2025-01-19 16:48:00,Delivered,1957.7,Ground,18.52,3712.99,Business,Operational,3.7
SHP100567,Denver,Los Angeles,2024-01-13,2024-01-15 09:36:00,Delayed,1003.4,Ground,1.62,777.67,Retail,Operational,2.4
SHP100568,Philadelphia,Houston,2024-10-29,2024-11-05 12:00:00,Delivered,4358.6,Air,19.46,13508.01,Business,Operational,7.5
SHP100569,New York,Dallas,2025-07-09,2025-07-14 12:00:00,Delivered,2705.7,Ground,24.85,5895.68,Business,Operational,5.5
SHP100570,Boston,Baltimore,2025-09-08,2025-09-15 16:48:00,Delivered,3932.8,Ground,13.82,6486.28,Business,Operational,7.7
SHP100571,Boston,Atlanta,2024-06-08,2024-06-11 09:36:00,Delivered,1041.5,Freight,18.12,2596.67,Retail,Weather,3.4
SHP100572,Dallas,Los Angeles,2024-06-02,2024-06-07 19:12:00,Delivered,3683.1,Air,29.68,15445.53,Retail,Operational,5.8
SHP100573,New York,San Francisco,2024-06-29,2024-07-01 19:12:00,In Transit,1983.6,Air,0.64,1760.29,Business,Operational,2.8
SHP100574,Charlotte,Charlotte,2025-06-09,2025-06-10 07:12:00,Delivered,10.3,Ground,12.03,30.86,Business,Operational,1.3
SHP100575,Miami,Houston,2024-06-28,2024-07-06 09:36:00,Delivered,3473.4,Ground,43.94,11014.4,Retail,Operational,8.4
SHP100576,Los Angeles,Los Angeles,2025-01-11,2025-01-11 14:24:00,In Transit,7.6,Air,6.46,37.9,Retail,Operational,0.6
SHP100577,Miami,Memphis,2024-06-16,2024-06-24 07:12:00,Delivered,4482.3,Ground,10.36,7150.4,Retail,Operational,8.3
SHP100578,Seattle,Miami,2024-08-01,2024-08-06 07:12:00,Delivered,3558.0,Air,2.65,5157.7,Retail,Operational,5.3
SHP100579,Los Angeles,Phoenix,2024-05-29,2024-06-02 16:48:00,Delivered,824.6,Air,12.12,2283.74,Retail,Customs,4.7
SHP100580,Chicago,San Francisco,2024-01-16,2024-01-20 14:24:00,Delivered,1586.9,Ground,16.5,3153.19,Retail,Operational,4.6
SHP100581,Baltimore,Denver,2024-03-31,2024-04-03 07:12:00,Delivered,2142.4,Air,80.05,14609.03,Retail,Operational,3.3
SHP100582,San Francisco,Los Angeles,2024-04-29,2024-04-30 02:24:00,Delayed,744.6,Ground,23.74,1764.25,Retail,Operational,1.1
SHP100583,New York,Miami,2024-09-09,2024-09-16 09:36:00,Delayed,3588.6,Ground,12.59,5367.21,Government,Operational,7.4
SHP100584,San Francisco,Phoenix,2024-02-29,2024-03-05 16:48:00,Delivered,2464.8,Ground,4.32,2437.53,Business,Operational,5.7
SHP100585,Atlanta,Dallas,2024-09-22,2024-10-01 02:24:00,Delivered,4261.1,Ground,10.44,5850.92,Government,Operational,9.1
SHP100586,Charlotte,Houston,2025-02-12,2025-02-19 12:00:00,Delivered,2734.0,Ground,8.77,4048.72,Retail,Weather,7.5
SHP100587,San Diego,San Diego,2024-01-31,2024-01-31 14:24:00,Delivered,6.6,Air,2.19,30.81,Retail,Operational,0.6
SHP100588,Detroit,Miami,2024-01-21,2024-01-22 14:24:00,Delivered,507.1,Freight,6.27,717.82,Business,Operational,1.6
SHP100589,Detroit,Dallas,2025-08-15,2025-08-17 07:12:00,In Transit,842.2,Freight,12.93,1800.12,Retail,Operational,2.3
SHP100590,Atlanta,Houston,2024-10-15,2024-10-21 00:00:00,Delivered,3853.0,Air,14.49,11485.74,Retail,Operational,6.0
SHP100591,Philadelphia,San Francisco,2025-06-26,2025-07-02 19:12:00,In Transit,4459.9,Air,29.31,16819.97,Business,Customs,6.8
SHP100592,Los Angeles,Philadelphia,2025-05-12,2025-05-14 14:24:00,Delivered,1985.3,Air,45.28,4451.715,Retail,Operational,2.6
SHP100593,Phoenix,San Diego,2025-04-18,2025-04-26 04:48:00,Delayed,3683.4,Ground,14.24,6806.47,Retail,Weather,8.2
SHP100594,Seattle,Baltimore,2025-02-08,2025-02-14 04:48:00,Delivered,2898.6,Ground,32.17,7151.76,Business,Operational,6.2
SHP100595,Memphis,San Francisco,2025-07-01,2025-07-09 04:48:00,Delivered,4324.0,Ground,12.61,6831.47,Business,Operational,8.2
SHP100596,Los Angeles,Baltimore,2024-05-11,2024-05-14 12:00:00,Delivered,1224.0,Ground,8.12,1763.68,Retail,Operational,3.5
SHP100597,Memphis,Seattle,2024-11-19,2024-11-24 21:36:00,Delivered,2542.8,Ground,28.3,6514.3,Retail,Operational,5.9
SHP100598,Baltimore,Seattle,2024-05-11,2024-05-14 12:00:00,In Transit,1957.8,Ground,12.44,4451.715,Business,Operational,3.5
SHP100599,Los Angeles,Denver,2025-06-04,2025-06-10 02:24:00,Delayed,2529.4,Ground,9.08,3442.36,Business,Operational,6.1
SHP100600,Baltimore,New York,2024-01-30,2024-02-01 19:12:00,In Transit,1356.1,Ground,7.78,1729.4,Business,Operational,2.8
SHP100601,Detroit,Memphis,2025-09-18,2025-09-22 04:48:00,In Transit,2340.3,Ground,3.81,2209.56,Business,Operational,4.2
SHP100602,Los Angeles,Memphis,2024-10-27,2024-11-03 02:24:00,Delivered,2886.7,Ground,18.08,5408.66,Business,Operational,7.1
SHP100603,Memphis,San Francisco,2024-01-04,2024-01-06 09:36:00,In Transit,549.2,Ground,10.85,907.84,Retail,Operational,2.4
SHP100604,New York,San Francisco,2024-11-20,2024-11-26 12:00:00,Delivered,3394.8,Ground,33.01,9369.76,Retail,Operational,6.5
SHP100605,Detroit,Houston,2025-05-23,2025-05-29 02:24:00,Delivered,3238.0,Ground,53.24,11282.41,Retail,Operational,6.1
SHP100606,Houston,Memphis,2024-08-24,2024-08-31 04:48:00,Delivered,3986.0,Ground,7.74,5050.11,Business,Operational,7.2
SHP100607,Charlotte,Charlotte,2025-06-18,2025-06-19 12:00:00,Delivered,13.0,Ground,5.12,19.68,Business,Operational,1.5
SHP100608,Atlanta,Baltimore,2024-01-16,2024-01-19 07:12:00,Delivered,465.2,Ground,46.19,1376.75,Business,Weather,3.3
SHP100609,Dallas,Memphis,2025-06-17,2025-06-21 00:00:00,In Transit,2184.3,Ground,19.47,4680.7,Retail,Operational,4.0
SHP100610,Houston,Houston,2025-08-06,2025-08-07 21:36:00,Delivered,18.7,Ground,18.95,49.61,Retail,Operational,1.9
SHP100611,Charlotte,Miami,2025-03-21,2025-03-25 04:48:00,Delivered,2984.0,Air,22.24,10893.7,Retail,Operational,4.2
SHP100612,Houston,Memphis,2025-05-17,2025-05-19 09:36:00,Delivered,402.7,Air,37.02,1726.35,Business,Operational,2.4
SHP100613,Charlotte,Seattle,2024-08-17,2024-08-21 02:24:00,Delivered,1808.2,Ground,36.85,4451.715,Retail,Operational,4.1
SHP100614,Atlanta,New York,2024-04-16,2024-04-17 14:24:00,Delayed,556.2,Ground,27.37,1408.71,Retail,Operational,1.6
SHP100615,Los Angeles,Baltimore,2025-01-23,2025-01-25 09:36:00,Delivered,214.5,Freight,6.42,356.97,Retail,Customs,2.4
SHP100616,Memphis,San Francisco,2024-09-19,2024-09-29 16:48:00,Delivered,4330.4,Ground,3.08,4148.97,Retail,Customs,10.7
SHP100617,Los Angeles,San Diego,2025-07-16,2025-07-25 12:00:00,Delayed,4483.3,Ground,6.48,5803.81,Retail,Weather,9.5
SHP100618,Boston,Houston,2024-03-05,2024-03-08 02:24:00,Delivered,2588.7,Air,4.1,4019.22,Business,Operational,3.1
SHP100619,Phoenix,Houston,2024-09-21,2024-09-25 12:00:00,Delivered,1227.5,Air,29.68,5159.14,Retail,Weather,4.5
SHP100620,Phoenix,Philadelphia,2024-12-03,2024-12-10 14:24:00,Delivered,4117.7,Ground,10.24,5910.24,Business,Operational,7.6
SHP100621,San Diego,Houston,2024-10-27,2024-11-03 09:36:00,In Transit,4169.1,Air,26.96,15099.47,Business,Operational,7.4
SHP100622,Phoenix,Houston,2025-01-12,2025-01-18 16:48:00,Delivered,3874.4,Ground,17.4,7119.29,Business,Operational,6.7
SHP100623,Detroit,Phoenix,2024-06-23,2024-06-28 09:36:00,Delivered,2540.8,Ground,10.12,3448.58,Government,Operational,5.4
SHP100624,San Diego,Los Angeles,2024-05-31,2024-06-02 21:36:00,Delivered,521.2,Ground,7.87,680.15,Business,Weather,2.9
SHP100625,Phoenix,Miami,2025-04-20,2025-04-21 09:36:00,Delivered,580.3,Ground,9.53,1088.45,Retail,Operational,1.4
